"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S1_S1.A1_3763.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S11_S1.A10_3772.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S12_S1.A11_3773.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S13_S1.A12_3774.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S14_S1.B1_3775.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S15_S1.B2_3776.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S18_S1.B4_3778.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S2_S1.A2_3764.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S20_S1.B6_3780.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S22_S1.B8_3782.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S23_S1.B9_3783.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S24_S1.B10_3784.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S25_S1.B11_3785.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S26_S1.B12_3786.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S27_S1.C1_3787.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S28_S1.C2_3788.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S29_S1.C3_3789.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S3_S1.A3_3765.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S30_S1.C4_3790.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S32_S1.C6_3792.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S35_S1.C9_3795.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S37_S1.C10_3796.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S38_S1.C11_3797.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S4_S1.A4_3766.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S5_S1.A5_3767.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S6_S1.A6_3768.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S7_S1.A7_3769.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S9_S1.A8_3770.d"
"6668","Q9C0J8","Q9C0J8","WDR33_HUMAN","WDR33","pre-mRNA 3' end processing protein WDR33",17080.7,12899.7,13258.2,14047.2,16476.9,11830.3,12662.2,17717.3,14149.4,13954,15064.5,18255.5,13783.8,17287.1,19060.1,16901.8,14902.3,17672.1,16259.9,13398.7,14510.4,14749.2,14129.8,15504.2,16503.5,17278.4,18487.9,14047.6
"6669","Q9GZL7","Q9GZL7","WDR12_HUMAN","WDR12","Ribosome biogenesis protein WDR12",20817.6,19058.9,25943.4,19078.9,19051.1,18349,23684.5,22486.5,18502.7,19412.1,19507.6,19344,21275.7,26709.8,19764.7,22939.4,24005.1,22690,27929.1,19948.8,20579.4,25614.8,17319.9,21521,20044.4,15587.8,20424.1,21054.8
"6670","Q9GZM5","Q9GZM5","YIPF3_HUMAN","YIPF3","Protein YIPF3",22350.9,34037.2,25417.3,27590.9,20124,22398.1,27376.4,22317.3,27521.7,21445,24920.9,20673.7,34120.9,20488.5,28089.5,13947.8,14250.2,18298,20239.3,34415.2,25732.2,22227.3,23979.9,26188.2,23636.8,27276.8,25637.4,24750
"6671","Q9GZM7","Q9GZM7","TINAL_HUMAN","TINAGL1","Tubulointerstitial nephritis antigen-like",245373,182262,179186,383502,154703,166487,243369,195852,226393,268293,195324,123655,102880,239535,240568,165025,203696,202133,112667,183042,289856,262543,138827,236840,207335,135421,268854,340064
"6672","Q9GZM8","Q9GZM8","NDEL1_HUMAN","NDEL1","Nuclear distribution protein nudE-like 1",4611.04,8363.65,5947.01,5862.11,4537.13,4556.62,5039.5,4152.5,5494.33,5025.18,5091.82,5143.83,6302.53,3662.63,5105.02,3833.38,4862.54,3942.36,3388.14,5311.78,5541.1,5997.37,3502.62,4186.18,4153.27,5764.43,4545.72,4903.11
"6673","Q9GZN1","Q9GZN1","ARP6_HUMAN","ACTR6","Actin-related protein 6",3996.59,3267.73,3511.06,3296.75,4146.97,2851.56,3718.69,3777.5,3036.55,3053.76,2887.36,3574.83,2613.66,4079.75,4212.44,3410.21,3182.75,3831.58,3198.38,2886.6,3186.14,3231.57,3010.78,3800.56,4311.17,3678.53,4344.85,4113.66
"6674","Q9GZN7","Q9GZN7","ROGDI_HUMAN","ROGDI","Protein rogdi homolog",1248.98,1539.15,1466.91,1500.99,1567.63,1827.02,1214.16,1228.72,1504.69,1555.53,1173.06,1912.82,1477.02,891.121,1527.39,927.96,1473.57,1696.1,1311.16,1305.67,1612.29,1411.71,1255.23,1018.75,845.985,1479.77,1533.22,1774.71
"6675","Q9GZN8","Q9GZN8","CT027_HUMAN","C20orf27","UPF0687 protein C20orf27",20006.6,40894.9,38181.4,24207.2,21948.2,35288.2,20262.4,26685,19191,28762.2,19877.4,16202.7,22163.5,25032.2,15119.6,20075.7,36335,21165.9,37676.8,20295.4,18662.8,22777.9,22700.7,22846.9,24192.8,13219.3,19812.9,27773
"6676","Q9GZP0","Q9GZP0","PDGFD_HUMAN","PDGFD","Platelet-derived growth factor D",5332.01,4454.46,NA,3485.62,5902.47,NA,NA,7631.33,3545.88,5863.62,6971.96,25156.1,8875.3,8338.04,7552.5,5228.53,5950.97,7489.86,6771.36,11081.1,NA,3136.76,5158.93,4781.71,4855.09,30350.2,6772.98,NA
"6677","Q9GZP4","Q9GZP4","PITH1_HUMAN","PITHD1","PITH domain-containing protein 1",29907.2,28594.8,36269.6,29018.4,35412.2,34674.8,28217.1,32099.6,35538.8,30140.5,36408.4,50400.4,27575.6,38147.9,33717.4,31399.3,33789.1,31579,30714.8,29049.4,27675.4,30121.3,42889,36297.9,40718.3,50240.8,36482.4,35440.6
"6678","Q9GZP8","Q9GZP8","IMUP_HUMAN","IMUP","Immortalization up-regulated protein",556.734,4375.31,9363.38,8956.12,4779.76,1548.6,15750.1,354.067,17389,NA,NA,NA,21117.8,NA,12771.8,1156.89,199.131,2065.36,1672.03,2562.2,4569.16,4727.9,784.165,NA,1701.42,NA,NA,30602.9
"6679","Q9GZP9","Q9GZP9","DERL2_HUMAN","DERL2","Derlin-2",8521.42,14708.7,15703.5,14617.5,10708.5,12134.1,14330.4,8343.65,13034.1,12814.7,13031.2,9459,14823.9,8279.72,12032,8719.67,11990.9,7926.81,9519.83,16006.3,14053.7,11148.1,9394.73,10673.3,8967.41,7618.88,8811.27,13146.8
"6680","Q9GZQ3","Q9GZQ3","COMD5_HUMAN","COMMD5","COMM domain-containing protein 5",29469,29805,28419.2,28937.4,29794.3,37971.9,30249.8,27099.9,27415.2,30237.5,32717.8,27917.8,28263.6,30261.4,29098.1,22028.5,25356.6,28831.2,30654.8,30705.4,31732.8,26451.7,42947.3,25749.7,32263.8,26612.4,29074.1,32708.7
"6681","Q9GZR1","Q9GZR1","SENP6_HUMAN","SENP6","Sentrin-specific protease 6",2078.04,1092.6,1513.1,1724.21,1668.79,1100.4,2134.74,2233.95,1650.53,1778.38,2403.33,2187.72,1102.02,1999.41,1946.48,2405.36,1863.18,2274.99,2054.47,2287.56,1937.74,1702.08,2212.16,2538.17,1660.33,1552.64,2280.5,2200.99
"6682","Q9GZR2","Q9GZR2","REXO4_HUMAN","REXO4","RNA exonuclease 4",4072.4,2500.2,3505.94,2853.14,3390.22,2985.79,4137.45,3676.92,3129.94,3779,2578.21,3947.58,3133.89,3645.24,3856.91,4015.79,3278.06,4182.17,5048.76,2925.61,3002.99,3799.57,3666.98,3535.42,3572.03,4314.46,4102.91,3725.15
"6683","Q9GZR7","Q9GZR7","DDX24_HUMAN","DDX24","ATP-dependent RNA helicase DDX24",39398.8,25469.4,33437.3,36360.1,34406.5,29782.6,37339.4,39918.7,35324.3,38241.8,28259.9,45817.7,33812.2,37242.9,35705.8,43502.3,35508.5,42875.8,37480,30881.6,40887.2,40412.4,33737.3,38700.3,35740.4,38384.8,35219.8,36776.6
"6684","Q9GZS1","Q9GZS1","RPA49_HUMAN","POLR1E","DNA-directed RNA polymerase I subunit RPA49",6283.4,3551.51,6413.93,6959.95,6101.86,4332.99,6514.32,6405.26,5581.33,5812.48,4967.89,6461.78,5794.76,6590.87,5911.97,6371.77,6384.03,7278.15,6337.61,5508.55,6266.89,8499.14,6096.42,6849.67,4945.75,4470.19,5711.03,6710.55
"6685","Q9GZS3","Q9GZS3","WDR61_HUMAN","WDR61","WD repeat-containing protein 61",26500.5,25591.6,35664.2,26800.8,28237.3,26203,27733.1,29049,30568,29912.7,30138.7,29066.6,26850.6,30464.1,21357,25785.4,34670.5,27481,33128.4,26410.8,22824.9,29553.3,27909.6,28016.5,28816,29677.6,27438.4,29223.9
"6686","Q9GZT3","Q9GZT3","SLIRP_HUMAN","SLIRP","SRA stem-loop-interacting RNA-binding protein, mitochondrial",209243,173870,158094,179442,220480,197628,213668,207013,208976,241405,180902,172054,199114,181171,168473,203726,174742,188915,219280,196855,200225,226489,207182,181986,198090,212740,196108,226107
"6687","Q9GZT4","Q9GZT4","SRR_HUMAN","SRR","Serine racemase",26302.6,33221,30645.4,22342.8,26817.5,24652.9,28329.7,19998.2,30524.3,26891.2,18740.4,18305.7,14554.1,28282.6,21922.9,21425.5,29791.8,25908.2,15227,22222.8,27564.7,25982.6,27832.5,23792.7,22425.4,11928.2,20541.9,30718.8
"6688","Q9GZT6","Q9GZT6","CC90B_HUMAN","CCDC90B","Coiled-coil domain-containing protein 90B, mitochondrial",12358.6,11082.9,11755.3,10277.3,11092.1,9685.94,11558.2,11801.5,10821.3,13071.4,13797.9,13850.6,9647.08,11344.1,13572.4,11739.5,11892.6,12703.9,12639.5,11872.6,9815.09,11147.8,11182.3,12363,12631.5,10840.3,11831.3,11885.3
"6689","Q9GZT8","Q9GZT8","NIF3L_HUMAN","NIF3L1","NIF3-like protein 1",17479.9,15551.6,20235.4,20608.8,22802.6,13379.4,15183.7,20352.3,22753.3,21451.1,20142.9,24796.1,18521.5,21829,22867,21084.4,19963.8,22241.2,22875.7,17121.2,22326.1,18224.4,20350,20770.5,18440.3,25104.5,20936.1,21246.3
"6690","Q9GZT9","Q9GZT9","EGLN1_HUMAN","EGLN1","Egl nine homolog 1",16737.3,13050,10905.4,12839.3,23975.1,17721.5,18652.1,16534.6,13613,16869.7,12965.9,17747.1,15010,18048.3,15051.5,18705.7,18741.4,16798.2,13348.6,16660.3,17473.5,14383.3,17551.2,17958,17718.4,18443.3,18198.4,15561.8
"6691","Q9GZU1","Q9GZU1","MCLN1_HUMAN","MCOLN1","Mucolipin-1",4615.88,10658.3,3864.43,7782.18,4288.1,7193.02,4324.59,4405.82,4571.33,5021.29,8595.35,5965.77,5774.44,5473.58,4971.46,3606,4518.33,4090.39,3837.32,8893.45,4539.91,5454.89,7087.33,4748.13,4866.47,7501.42,6165.17,5837.18
"6692","Q9GZU3","Q9GZU3","TM39B_HUMAN","TMEM39B","Transmembrane protein 39B",1248,1308.1,546.333,1081.92,1013.63,1858.68,723.721,2123.47,1576.2,1231.86,1798.79,1125.77,773.674,1410.79,1056.25,787.142,920.018,1596.45,756.116,1181.7,845.821,935.904,1803.69,1038.53,1158.91,NA,1330.31,1241.46
"6693","Q9GZU7","Q9GZU7","CTDS1_HUMAN","CTDSP1","Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1",7347.44,5958.04,5072.37,6306.75,8261.98,5170.86,4549.36,5988.17,5236.99,6520.92,6498.37,8104.01,5096.16,8965.04,8596.41,6539.33,6372.2,7013.9,6203.52,5436.5,6089.01,5282.4,8200.16,6488.05,7505.94,10757,6240.64,5864.28
"6694","Q9GZU8","Q9GZU8","PIP30_HUMAN","PSME3IP1","PSME3-interacting protein",13791.3,9399.79,11070.6,13732.8,16029,11086.3,15010.1,15342.3,12769.6,13953.3,12292.2,14038.1,13084.5,15283.3,17126.3,14659.7,12876.6,16329.9,14538.2,14195.8,13740.4,13341.6,8924.25,13960.8,14589.5,8919.47,14647.8,14799.2
"6695","Q9GZV4","Q9GZV4","IF5A2_HUMAN","EIF5A2","Eukaryotic translation initiation factor 5A-2",1798.52,1939.13,2166.87,2388.45,2329.23,2501.23,2074.51,2055.17,2364.25,2375.52,2060.68,1817.01,2636.26,1002.39,2300.8,1293.42,1544.18,1197.32,1234.69,2736.7,2117.56,2016.88,1293.79,1284.27,NA,2436.29,1111.09,1289.46
"6696","Q9GZV5","Q9GZV5","WWTR1_HUMAN","WWTR1","WW domain-containing transcription regulator protein 1",34408.6,20436.7,24762,25038.8,28916,26697.7,27146.2,34513.2,29765,29638.5,43378.4,45765.4,35414,41309.3,34036,34158.2,20886.4,42633.2,27126.2,25014.3,19983.9,24295.3,30293.1,34268.1,38873,41964.8,40324.4,35579.6
"6697","Q9GZX9","Q9GZX9","TWSG1_HUMAN","TWSG1","Twisted gastrulation protein homolog 1",10027.1,22821,16542.1,14468.3,13537.9,26155.7,13256.1,13876.3,14668.7,13782.8,13721.1,8016.45,17948.7,8811.12,10996,8729.84,9957.8,7154.73,13056.4,25284.5,19916.7,14070,15249.2,8585.32,7080.43,7782.71,11960.3,17504.8
"6698","Q9GZY4","Q9GZY4","COA1_HUMAN","COA1","Cytochrome c oxidase assembly factor 1 homolog",1424.26,2143.38,1591.82,1350.03,2228.46,1189.37,1221.03,1199.92,1030.22,921.863,1784.63,3857.43,1685.32,1666.46,2146.37,1299.49,1015.69,1252.89,2052.68,2395.04,1343.55,1750.99,2081.01,1010.21,1403.55,3364.18,968.854,923.045
"6699","Q9GZY8","Q9GZY8","MFF_HUMAN","MFF","Mitochondrial fission factor",26956.4,27732.2,28914.4,29596.6,31131,29007.9,28972.4,26712.6,35340.5,25312.7,34673.8,39415.1,29326,28160.1,34154.3,33500.7,33022.3,29070.9,25335.6,28986.3,39176.6,28614.3,29452.8,24836.6,34540.6,34307.6,28318.8,31541.9
"6700","Q9GZZ1","Q9GZZ1","NAA50_HUMAN","NAA50","N-alpha-acetyltransferase 50",26458,24300.2,27824.4,26964.7,24829.7,26066.5,33219.5,26331.1,27091.7,21738.9,24705.6,24363.4,31439.1,28580.8,24210.9,27133.7,27231.3,27787.4,30870.3,27608.7,28544.6,29837.9,27006.6,24925,24070.9,19784.9,25390.7,28962.6
"6701","Q9GZZ9","Q9GZZ9","UBA5_HUMAN","UBA5","Ubiquitin-like modifier-activating enzyme 5",20542.1,13161.2,27897,18474.3,19511.8,19602.6,20866.6,21065.2,22289,21694.8,19496.3,18369.1,19146.8,22679.1,19103.2,17767,26153.9,18321.3,22150,21352.1,17444.7,21488.1,19574.5,22220.7,18358.7,15416.7,18251,20059.8
"6702","Q9H000","Q9H000","MKRN2_HUMAN","MKRN2","E3 ubiquitin-protein ligase makorin-2",22027.6,17414.3,21628,18408.2,19505.4,24385.2,19298.7,20849.2,16759.6,18373.6,19527.8,17063.2,18562,22335.5,16563.9,13953.8,24476.3,20367.1,24876.8,19490.9,20043.7,21922.5,22801.4,23438.4,19523.6,18421.2,20000.8,19928.1
"6703","Q9H008","Q9H008","LHPP_HUMAN","LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase",6646.29,5993.89,9212.01,10606.3,7871.42,7648.94,5153.07,8291.71,8837.58,6185.23,5348.68,10997.8,5258.98,5286.47,9242.42,6115.71,9336.99,6787.24,7676.43,6936.38,7292.38,6698.67,7550.24,5253.16,13282.6,10742.4,13202.2,8492.44
"6704","Q9H013","Q9H013","ADA19_HUMAN","ADAM19","Disintegrin and metalloproteinase domain-containing protein 19",2772.94,NA,5349.73,3966.26,3776.76,3544.53,5123.52,3001.81,5020.19,3526.39,2092.6,9581.23,5968.07,1563.06,12210.5,4780.33,3153.95,1860.09,3185.98,2016.1,5538.48,4615.73,2381.24,1525.9,4121.47,9817.84,3104.9,4957.86
"6705","Q9H015","Q9H015","S22A4_HUMAN","SLC22A4","Solute carrier family 22 member 4",756.737,3462.17,1736.72,1447.23,957.667,2642.96,1278.45,1244.53,1778.31,1579.93,927.662,597.267,1850.31,1676.82,1051.04,1066.04,1342.79,1507.03,1050.3,5550.59,1587.06,1195.76,1357.2,985.952,1533.79,NA,1485.06,1359.95
"6706","Q9H019","Q9H019","MFR1L_HUMAN","MTFR1L","Mitochondrial fission regulator 1-like",15103.9,12213.3,12983.3,14997.6,18929.2,16604.3,14428.8,15323.5,15638.6,16524.5,17168.1,16951.1,11114.7,11715.2,17058.7,16750.5,15996.1,16081.5,17560.2,15491.3,15445.8,15478,16344.3,14071.2,20137.1,17855.2,17219.6,17399
"6707","Q9H061","Q9H061","T126A_HUMAN","TMEM126A","Transmembrane protein 126A",50573.5,38262.9,47646.8,50527.7,54890.4,50435.3,55917.5,45837.1,50916.8,57540.6,50697.4,60970.9,39210.1,42881.7,50605.8,42674,45547.8,49310.1,49003.9,58931.4,51132.9,53989.6,53313.6,40639.5,54202.2,51841.6,49320.7,47570.4
"6708","Q9H063","Q9H063","MAF1_HUMAN","MAF1","Repressor of RNA polymerase III transcription MAF1 homolog",2084.94,NA,2484.89,1960.25,2297.8,1434.8,2400.24,2806.52,5224.59,2247.87,2103.93,4136.1,553.352,4716.37,3189.66,4913.77,2128.98,3367.19,2428.06,1085.65,2024.37,2040.31,1691.96,2811.68,3722.37,2232.73,3007.93,2545.67
"6709","Q9H074","Q9H074","PAIP1_HUMAN","PAIP1","Polyadenylate-binding protein-interacting protein 1",50247.8,44061.4,59141.5,52083.7,57049.1,57565.1,46172.9,50933.2,53773.3,54867,63833.2,57327.2,53871.2,56917.7,62798.6,52954.8,55475.7,48130.5,54669.8,47957.7,53540.2,52613.6,53817.9,54935.7,49691.8,51367.7,54247.7,56361.2
"6710","Q9H078","Q9H078","CLPB_HUMAN","CLPB","Caseinolytic peptidase B protein homolog",32719.8,28036.5,22899,28937.1,27910.8,28435.1,36579.6,27393,25420.1,28395.2,30957.7,38453.2,30454.8,21763.2,28552.1,28584.9,28854,27339,34297.6,30835.4,27673.3,34407.3,29931.8,27831.7,31609.3,33912.5,28159.9,30078.3
"6711","Q9H079","Q9H079","KTBL1_HUMAN","KATNBL1","KATNB1-like protein 1",1021.31,1135.83,1530.09,1225.54,1422.68,836.339,1072.08,1460.4,1327.53,921.186,1506.46,1175.45,1213.31,1404.38,1418.35,1238.13,1319.99,1412.9,1336.22,1032.86,1614.71,1495.52,1049.47,1375.37,1077.33,1402.15,1124.85,1343.48
"6712","Q9H081","Q9H081","MIS12_HUMAN","MIS12","Protein MIS12 homolog",3053.54,5927.43,1441.22,2361.4,1838.2,1753.89,2672.84,3201.35,2045.32,2617.98,2148.05,3411.98,2601.27,3856,3359.73,2426.44,3218.38,3345.89,4127.02,2707.72,2470.74,2435.98,2480.56,3420.57,3092.89,4746.65,3270.92,2349.54
"6713","Q9H082","Q9H082","RB33B_HUMAN","RAB33B","Ras-related protein Rab-33B",105377,91189.6,107238,92828.2,80029.5,119607,118404,112141,109880,98546.6,116233,70040.9,117571,111925,75008.7,76095.5,83056.3,86453.2,106524,84411,103062,100120,119275,106143,86398.6,76973.9,89508.5,118062
"6714","Q9H089","Q9H089","LSG1_HUMAN","LSG1","Large subunit GTPase 1 homolog",15268.3,10440.6,11262.5,12529.1,12780.1,13611.1,14326.5,17776.9,12319.2,13021.4,13895.7,12648.1,13855.9,17571.3,11900.9,16046.6,12019.9,14556.1,16889.1,11942.2,11393.4,13491.7,14037.4,18865.1,16962.6,10497.1,15534.4,16198.5
"6715","Q9H098","Q9H098","F107B_HUMAN","FAM107B","Protein FAM107B",30543.3,24532.2,21947.4,21324.3,38403,35309.2,29896.3,40379.5,19223.8,39642.4,43758.5,15844.6,13615,31299.9,16163.8,34874.8,21997.8,29376.7,34514.5,34306.4,10967.2,34174.9,41131.7,29065.2,39492.2,15425.6,40016.3,29743
"6716","Q9H0A0","Q9H0A0","NAT10_HUMAN","NAT10","RNA cytidine acetyltransferase",71081.9,57458,61164.3,55518.2,55701.3,51635.7,90109,79484.7,59490.7,62843.9,47197,69686.1,61618.5,70248.9,72845.2,71792.5,60458.3,77000.9,59822.5,65629.6,67975.6,74398.3,53833.3,78925.6,60401.8,55773.9,71135.8,67028.2
"6717","Q9H0A8","Q9H0A8","COMD4_HUMAN","COMMD4","COMM domain-containing protein 4",19842.4,24200.2,28199.3,26396.7,22856.4,29481,29147.8,21360,22382.2,14010.5,26621.4,22671.2,29182.2,22582.6,21870.6,19994.4,27641.9,19189.1,25084.4,27851.4,27366.2,21606.1,27674.2,20393.7,22383.4,24210.7,19774.9,21847.6
"6718","Q9H0B6","Q9H0B6","KLC2_HUMAN","KLC2","Kinesin light chain 2",18212.8,24501.2,27342.6,24881.5,22146,25952.1,26104.8,17949.9,24297.1,22489,21001.4,13091.5,28440.6,16634.1,15823.2,16331.8,22059.8,17401.8,18852.2,22612.3,30912.8,27999.1,16637.1,17895.8,17370.8,13094.3,20636.2,26685.3
"6719","Q9H0C5","Q9H0C5","BTBD1_HUMAN","BTBD1","BTB/POZ domain-containing protein 1",1679.99,1588.45,1931.6,1729.81,1740.86,1551.85,1669.52,1098.53,1116.49,1413.07,1367.4,1086.59,1266.23,1253.56,1125.58,1279.12,1919.66,932.088,1787.55,1181.45,1516.21,1040.27,740.484,1271.27,1153.14,900.165,1068.85,1269.58
"6720","Q9H0C8","Q9H0C8","ILKAP_HUMAN","ILKAP","Integrin-linked kinase-associated serine/threonine phosphatase 2C",33916.5,28321.9,24823.5,24077.5,29605.8,19553.1,24845.3,34530.4,26654.7,26786.3,24733.3,26908,29545.5,34660.5,31634,32651.2,25960,33871.2,35957.2,28477.1,27319.6,24856.6,27800.4,34399,29556,22235.3,30190.6,26392
"6721","Q9H0D6","Q9H0D6","XRN2_HUMAN","XRN2","5'-3' exoribonuclease 2",46724.7,36903.8,40022.4,39068.9,45074.6,34486.8,40204.3,49782.6,42597.1,41455.6,41330.2,54291.3,43344.8,47394.6,50335.1,52146.5,41873.6,49290.6,43449.4,41388.5,45259.4,47140.1,42851.4,50339,44146,43702.2,46759.7,40257.8
"6722","Q9H0E2","Q9H0E2","TOLIP_HUMAN","TOLLIP","Toll-interacting protein",50912.3,62954.3,69761.8,59440.8,63972.4,65288.1,62986.8,57494.5,64955.8,68230.1,81605.1,79559.8,62449.4,66059,66073.6,60901.9,58830.4,50304,65296.3,58588.8,65817.4,59237.9,89870.9,58317,68604.3,79036.5,68568.5,59930.3
"6723","Q9H0E3","Q9H0E3","SP130_HUMAN","SAP130","Histone deacetylase complex subunit SAP130",9531.99,4448.95,5916.46,6522.15,8281.6,5484.38,5990.74,8015.96,6812.35,6495.84,7970.12,9317.17,5700.23,8780.98,8869.45,8673.82,6684.58,9242.51,7229.19,6744.45,7134.78,6101.19,6780.07,9006.35,8823.07,6223.4,8898.38,6965
"6724","Q9H0E9","Q9H0E9","BRD8_HUMAN","BRD8","Bromodomain-containing protein 8",5322.57,4633.68,4321.23,5799.58,6180.92,4023.31,5046.49,7113.08,5511.31,5537.38,5360.48,6525.86,4265.55,7196.32,6208.01,9555.31,7682.24,8081.13,5855.48,5835.72,5273.7,4811.6,4933.2,5624.15,6170.59,5545.73,7403.07,5389.58
"6725","Q9H0F6","Q9H0F6","SHRPN_HUMAN","SHARPIN","Sharpin",9485.11,6750.33,6229.32,10213.1,8477.33,8255.65,5899.57,9429.09,8646.67,8162.16,7489.62,6218.95,9265.21,8829.86,5945.99,7186.24,8232.76,7293.1,7613.09,9398.52,9739.9,8029.75,7161.69,7986.93,8491.98,5689.52,6716.56,7181.02
"6726","Q9H0F7","Q9H0F7","ARL6_HUMAN","ARL6","ADP-ribosylation factor-like protein 6",3379.28,979.557,2501.45,3037.02,2293.73,4610.65,1985.74,3739.8,2756.35,3610.49,3052.89,2870.01,1815.69,2667.24,2512.34,2098.25,2846.79,2424.02,2172.11,2779.7,1865.03,1886.05,3238.31,4469.81,3831.97,2877.63,2688.18,2268.97
"6727","Q9H0G5","Q9H0G5","NSRP1_HUMAN","NSRP1","Nuclear speckle splicing regulatory protein 1",1088.81,NA,755.546,945.492,880.844,612.857,472.283,1079.71,678.943,815.142,640.5,567.502,620.069,353.568,443.613,872.025,814.273,658.616,614.668,455.122,708.989,673.392,307.19,412.728,598.633,306.673,685.436,738.083
"6728","Q9H0H0","Q9H0H0","INT2_HUMAN","INTS2","Integrator complex subunit 2",10765.9,5835.73,8504.69,8265.25,8823.35,8623.87,8926.79,10996.9,7263.52,7575.33,9080.98,10474.9,8449.37,10307.1,11469.1,9774.57,9885.25,12264.1,10219.5,8928.39,9366.12,8568.57,9600.21,10271.7,10337,8807.04,10987.4,9485.37
"6729","Q9H0J9","Q9H0J9","PAR12_HUMAN","PARP12","Protein mono-ADP-ribosyltransferase PARP12",12654.6,8673.01,9163.42,7433.43,10414.3,18513.8,9022.29,12067.9,10941.6,10936.4,12605.9,13502.2,8812.73,12862.5,16031.8,11457.3,10351.7,12493.5,10980,9721.85,8764.17,9806.72,15548.2,13468.4,11452.2,11989.7,12751.8,10341.3
"6730","Q9H0K1","Q9H0K1","SIK2_HUMAN","SIK2","Serine/threonine-protein kinase SIK2",15351.3,18690.3,16056.8,19454.4,18109.2,16839.7,20104.8,14137.3,17894.5,15710.5,14531.1,14272.3,14795.2,17621.4,17115.9,16862.1,17267.6,16824.5,15018.2,18694.9,17158.3,14298.9,15492.9,17112.2,19414.5,15641.8,15769.1,14657.7
"6731","Q9H0K6","Q9H0K6","PUS7L_HUMAN","PUS7L","Pseudouridylate synthase 7 homolog-like protein",1203.49,NA,1208.2,1272.62,925.605,690.713,1574.16,1480.46,810.889,912.302,758.258,1066.91,813.352,1364.68,778.797,1049.81,1352.36,1004.02,1178.92,750.769,568.558,1530.46,1280.52,1428.44,1018.64,457.541,1136.2,1157.52
"6732","Q9H0L4","Q9H0L4","CSTFT_HUMAN","CSTF2T","Cleavage stimulation factor subunit 2 tau variant",17738.3,12620.9,9896.65,11008.8,13675.4,11581.4,12351.1,16672.3,10624.6,12004.8,15047,15478.7,10537.3,14727.1,15618.7,16701,10916.3,16128.2,14967.9,11003.3,11707.1,14434.6,15645.7,14681.3,17138.9,15802.8,17878.5,12625.8
